Protein.Group	Protein.Names	Genes	First.Protein.Description	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MOLM13_2w_2_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MOLM13_WT_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MV4_11_6w_1_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MV4_11_WT_1_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_OCI_6w_2_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_OCI_WT_1_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_2W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_6W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_6W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_6W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_WT_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_WT_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_2W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_2W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_2W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_6W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_6W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_WT_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_WT_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_2W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_2W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_2W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_4W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_6W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_6W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_WT_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_WT_3__500ng.raw
A2A288	ZC12D_HUMAN	ZC3H12D		5.29576e+06	4.87076e+06	4.2402e+06	4.16217e+06	3.2629e+06	3.05869e+06	5.1229e+06	3.91835e+06	5.06886e+06	5.50372e+06	4.47587e+06	5.27054e+06	5.21722e+06	3.83302e+06	4.4986e+06	4.62947e+06	5.33165e+06	5.21809e+06	4.2089e+06	2.47935e+06	2.378e+06	2.55176e+06	3.14686e+06	2.54073e+06	3.33681e+06	2.90309e+06	3.04337e+06
A2A368	MAGBG_HUMAN	MAGEB16																			688076									
A2A3N6	PIPSL_HUMAN	PIPSL						6.99604e+06																	3.57718e+06					3.79902e+06
A2CJ06	DYTN_HUMAN	DYTN													1.84388e+06															
A2JGV3	TARP_HUMAN	TRGC1					1.02213e+06										403945	623388			840326	623892								
A2RRP1	NBAS_HUMAN	NBAS		8.74251e+06	1.01851e+07	1.04106e+07	8.86307e+06	1.19868e+07	9.21688e+06	9.89558e+06	1.02695e+07	9.32738e+06	9.51441e+06	1.01091e+07	1.06275e+07	8.76841e+06	8.53621e+06	8.96366e+06	9.66533e+06	8.53845e+06	8.80026e+06	8.68373e+06	1.09814e+07	1.05363e+07	9.89114e+06	1.10148e+07	1.29116e+07	1.34459e+07	9.15555e+06	8.79734e+06
A2RTX5	SYTC2_HUMAN	TARS3		3.33061e+06	2.38898e+06	2.86014e+06	2.2617e+06	3.59256e+06	2.62291e+06	3.678e+06	2.5076e+06	3.00968e+06	4.61291e+06	3.27389e+06	3.4553e+06	2.80928e+06	2.21401e+06	3.21373e+06	2.6535e+06	2.61494e+06	2.57e+06	2.41123e+06	3.36621e+06	3.78615e+06	3.81482e+06	2.45759e+06	3.39143e+06	4.41531e+06	2.39137e+06	3.58998e+06
A2RU48	SMCO3_HUMAN	SMCO3																		854936										
A2RU54	HMX2_HUMAN	HMX2					3.42915e+06									2.98525e+06	3.4093e+06		3.24971e+06	2.45708e+06	3.33047e+06	3.16485e+06								
A2RU67	F234B_HUMAN	FAM234B		1.48549e+06	1.07723e+06	1.09065e+06	1.58265e+06	1.32364e+06	1.33874e+06	1.31368e+06	399103	1.39669e+06	1.76332e+06	1.0447e+06	1.26312e+06	1.01409e+06	1.24879e+06	1.21142e+06			371653	1.46217e+06	1.26099e+06		1.19971e+06	1.20601e+06	1.54681e+06		1.45097e+06	
A2RUQ5	CQ102_HUMAN	TMEM132E-DT					829715										523311		676890			618989				648919			466056	
A2RUS2	DEND3_HUMAN	DENND3		2.52442e+07	1.26091e+07	1.90052e+07	3.50017e+07	3.5811e+07	3.1146e+07	2.40742e+07	1.61095e+07	2.19282e+07	1.76095e+07	1.287e+07	1.30279e+07	3.711e+07	3.82197e+07	3.55512e+07	3.77246e+07	3.77333e+07	3.75532e+07	3.72476e+07	2.86377e+07	2.93109e+07	3.24511e+07	2.52594e+07	2.67338e+07	3.25467e+07	2.79067e+07	3.03734e+07
A2RUU4	COLL1_HUMAN	CLPSL1																735934												
A2VDF0	FUCM_HUMAN	FUOM														699537														
A2VDJ0	T131L_HUMAN	TMEM131L		1.42508e+06	1.26105e+06	1.0968e+06	2.0163e+06	1.37305e+06	1.57349e+06	1.4405e+06	651807	1.65971e+06	1.07806e+06	1.14638e+06	1.21844e+06	1.67316e+06	1.5266e+06	1.82894e+06	1.96011e+06	1.57352e+06	2.13376e+06	1.88069e+06	1.96721e+06	1.63764e+06	1.57359e+06	1.45824e+06	1.31418e+06	1.59093e+06	1.84823e+06	1.86754e+06
A3KFT3	OR2M5_HUMAN	OR2M5					228614							141521																
A3KMH1	VWA8_HUMAN	VWA8		8.1836e+06	1.11801e+07	8.19498e+06	3.02412e+06	3.70432e+06	2.83726e+06	8.50064e+06	9.72199e+06	7.73357e+06	9.75539e+06	9.49043e+06	9.9635e+06	2.50899e+06	2.37037e+06	1.55791e+06	2.36367e+06	2.21936e+06	2.68823e+06	2.66843e+06	2.13459e+06	2.86134e+06	2.67148e+06	2.30127e+06	2.30428e+06	2.44089e+06	2.51793e+06	2.49534e+06
A3KN83	SBNO1_HUMAN	SBNO1		1.91323e+07	2.13591e+07	2.00601e+07	2.40503e+07	1.70131e+07	1.92627e+07	1.97153e+07	2.02109e+07	1.99346e+07	1.94861e+07	2.01052e+07	1.99621e+07	2.22789e+07	2.34316e+07	2.17066e+07	2.19278e+07	2.30412e+07	2.60092e+07	2.59405e+07	1.81528e+07	1.72455e+07	1.63604e+07	1.53371e+07	1.70255e+07	1.89986e+07	1.88143e+07	1.88696e+07
A3QJZ7	PRA27_HUMAN	PRAMEF27																							1.56033e+06					
A4D161	F221A_HUMAN	FAM221A			593943																									
A4D1E9	GTPBA_HUMAN	GTPBP10		1.23445e+07	1.61528e+07	1.63508e+07	1.84965e+07	1.18505e+07	1.05008e+07	1.3015e+07	1.66139e+07	1.646e+07	1.55169e+07	1.45722e+07	1.32653e+07	1.73686e+07	1.67329e+07	1.23999e+07	1.33586e+07	1.31376e+07	1.80361e+07	2.05309e+07	8.37922e+06	1.07935e+07	1.04896e+07	9.72091e+06	7.94978e+06	9.47054e+06	1.06252e+07	1.04252e+07
A4D1P6	WDR91_HUMAN	WDR91		2.24532e+07	1.82199e+07	1.30265e+07	1.64229e+07	1.79065e+07	1.59007e+07	1.90211e+07	1.62307e+07	1.44016e+07	1.51139e+07	1.75258e+07	1.76825e+07	2.05897e+07	2.0017e+07	1.97984e+07	1.89609e+07	1.8115e+07	1.46063e+07	1.43283e+07	1.20714e+07	1.15076e+07	1.38906e+07	1.04953e+07	1.75126e+07	1.35416e+07	1.44845e+07	1.33124e+07
A4D1S0	KLRG2_HUMAN	KLRG2																2.91488e+06												
A4D1T9	PRS37_HUMAN	PRSS37																							2.9781e+06					
A4D1U4	DEN11_HUMAN	DENND11		1.47819e+06	1.42114e+06	2.08469e+06	2.2532e+06	3.085e+06	3.14629e+06		2.02094e+06	892107	1.96582e+06	2.08871e+06	1.61739e+06		1.56287e+06	2.02155e+06	1.66405e+06	1.99311e+06	2.26457e+06	2.20933e+06	2.81846e+06	2.26854e+06	2.79498e+06	2.95029e+06	3.5279e+06	3.21211e+06	2.3937e+06	2.14371e+06
A4D1Z8	GRIFN_HUMAN	GRIFIN																								873356				
A4D2G3	O2A25_HUMAN	OR2A25																				155295								
A4FU01	MTMRB_HUMAN	MTMR11		3.75231e+07	4.39863e+07	3.96533e+07	5.00794e+07	6.94086e+07	5.56921e+07	4.93888e+07	4.47479e+07	3.75273e+07	3.36961e+07	4.51293e+07	4.73779e+07	5.06123e+07	4.95096e+07	4.49343e+07	4.72473e+07	4.33093e+07	4.80693e+07	5.02405e+07	5.65384e+07	7.51355e+07	4.43807e+07	7.45397e+07	5.70956e+07	6.26592e+07	5.24877e+07	4.93832e+07
A5D6W6	FITM1_HUMAN	FITM1		524333																										
A5D8T8;Q6UXF7;Q8NCF0	CL18A_HUMAN;CL18B_HUMAN;CL18C_HUMAN	CLEC18A;CLEC18B;CLEC18C															1.03628e+06		1.08891e+06	744099										
A5D8V6	VP37C_HUMAN	VPS37C		5.31882e+06	4.01663e+06	4.48976e+06	4.71213e+06	4.35813e+06	4.32864e+06	4.94717e+06	5.00829e+06	4.12271e+06	3.4227e+06	5.35686e+06	4.33413e+06	4.73313e+06	5.29585e+06	4.20481e+06	5.33634e+06	5.93683e+06	4.96456e+06	4.33654e+06	4.03061e+06	3.05967e+06	4.40064e+06	3.79115e+06	4.68322e+06	4.40427e+06	4.65509e+06	4.09777e+06
A5LHX3	PSB11_HUMAN	PSMB11																											343090	
A5PLL7	PDES1_HUMAN	PEDS1		759193	491094	660715	1.1895e+06	953649	1.28601e+06			604017				1.51641e+06	931384	968075	1.00525e+06	1.41058e+06	1.37558e+06	1.44013e+06		844735			812294			
A5PLN9	TPC13_HUMAN	TRAPPC13		1.36036e+07	1.25526e+07	1.0684e+07	1.17504e+07	1.51069e+07	1.34053e+07	1.50748e+07	1.34254e+07	1.6518e+07	1.4143e+07	1.40148e+07	1.47578e+07	1.56488e+07	1.28411e+07	1.3441e+07	1.23182e+07	1.29589e+07	1.3025e+07	1.46362e+07	1.61285e+07	1.25031e+07	1.45102e+07	1.47447e+07	1.06516e+07	1.60029e+07	1.42713e+07	1.61387e+07
A5YKK6	CNOT1_HUMAN	CNOT1		3.54249e+07	3.48041e+07	3.147e+07	4.0502e+07	2.93134e+07	3.06174e+07	3.54646e+07	3.54683e+07	3.30615e+07	3.26502e+07	3.10946e+07	3.23528e+07	3.82327e+07	3.44011e+07	3.40631e+07	3.5755e+07	3.72394e+07	4.13307e+07	4.12469e+07	2.87196e+07	2.70259e+07	2.67806e+07	2.76372e+07	2.90586e+07	2.95986e+07	2.75568e+07	2.65948e+07
A6BM72	MEG11_HUMAN	MEGF11																						1.72813e+06						
A6H8Y1	BDP1_HUMAN	BDP1		377756	608421	647519		302378	292532	456982	610195	528593	464249	531239	537267	237574	336823	332421	365423	373637		305794	318995		384162	286024	315219	240143	291184	381995
A6H8Z2	F221B_HUMAN	FAM221B																					1.27888e+06			1.50519e+06				
A6NC51	T150B_HUMAN	TMEM150B																4.58838e+06												
A6NC98	CC88B_HUMAN	CCDC88B		5.71364e+06	3.76028e+06	3.56383e+06	6.8857e+06	8.88676e+06	8.40996e+06	5.59293e+06	4.00311e+06	5.93874e+06	3.91514e+06	3.72343e+06	3.87234e+06	9.15368e+06	7.94837e+06	8.4826e+06	9.0795e+06	7.41195e+06	6.40968e+06	5.9574e+06	7.04226e+06	7.72166e+06	7.77409e+06	5.87609e+06	7.64226e+06	8.7158e+06	7.89655e+06	7.80908e+06
A6NCC3	GOG8O_HUMAN	GOLGA8O		584819		666356				1.49071e+06	1.56796e+06	1.69812e+06	1.53016e+06	1.5061e+06	1.59624e+06		774402	770630												
A6NCE7;Q9GZQ8	MLP3B_HUMAN;MP3B2_HUMAN	MAP1LC3B;MAP1LC3B2		5.83933e+06	7.42924e+06	1.01985e+07	6.86657e+07	1.83138e+07	2.4846e+07	5.321e+06	7.0316e+06	1.32843e+07	1.03272e+07	6.81855e+06	6.53307e+06	3.87654e+07	3.41102e+07	4.1301e+07	3.64278e+07	4.75924e+07	5.26075e+07	6.37111e+07	2.32619e+07	2.45712e+07	2.14566e+07	3.6887e+07	1.74489e+07		1.86888e+07	2.08037e+07
A6NCJ1	TKTI1_HUMAN	TEKTIP1				161053																								
A6NCS4	NKX26_HUMAN	NKX2-6																				61308.9								
A6ND01	JUNO_HUMAN	IZUMO1R													873618															
A6ND48	O14I1_HUMAN	OR14I1															202652		322842											
A6NDD5	SYN1L_HUMAN	SYNDIG1L			1.61721e+06																									
A6NDG6	PGP_HUMAN	PGP		4.93016e+07	5.15882e+07	5.39047e+07	6.9106e+07	3.26683e+07	4.98793e+07	5.32175e+07	5.78011e+07	4.97689e+07	4.72737e+07	4.71893e+07	4.99809e+07	8.17825e+07	7.49562e+07	7.66157e+07	7.71442e+07	7.70538e+07	6.50383e+07	6.48261e+07	4.70091e+07	4.49578e+07	4.52905e+07	4.32457e+07	4.35444e+07	3.46806e+07	5.13056e+07	4.5848e+07
A6NDH6	O5H15_HUMAN	OR5H15							475080																					
A6NDL7	MT21E_HUMAN	METTL21EP																	256267											
A6NDP7	MADL2_HUMAN	MYADML2										1.35534e+06				976022					849364					934192	982176			
A6NDR6	ME3L1_HUMAN	MEIS3P1		3.81983e+06		3.20711e+06						4.07025e+06												3.30597e+06						
A6NDU8	RIMC1_HUMAN	RIMOC1		1.53538e+07	1.46797e+07	1.43329e+07	1.13459e+07	9.58906e+06	1.05827e+07	1.57923e+07	1.30865e+07	1.68661e+07	1.30705e+07	1.15767e+07	1.28712e+07	1.47884e+07	1.46772e+07	1.1405e+07	1.2426e+07	1.29707e+07	1.1655e+07	1.12393e+07	8.82092e+06	1.12473e+07	1.1061e+07	8.94929e+06	1.17831e+07	7.55218e+06	1.10018e+07	1.12412e+07
A6NDZ8;A6NE82	MB3L3_HUMAN;MB3L4_HUMAN	MBD3L3;MBD3L4											416903																	
A6NE02	BTBDH_HUMAN	BTBD17																1.82351e+06	5.6702e+06											
A6NED2	RCCD1_HUMAN	RCCD1		5.5911e+06	5.30526e+06	4.9774e+06	4.29658e+06	6.19224e+06	5.6942e+06	4.48289e+06	6.81025e+06	6.92217e+06	8.37376e+06	4.46415e+06	5.61368e+06	4.98859e+06	4.39927e+06	5.15812e+06	5.04901e+06	5.58619e+06	5.48423e+06	5.52691e+06	6.55681e+06	6.10776e+06	6.68873e+06	6.59058e+06	4.94864e+06	6.97459e+06	6.50118e+06	6.19184e+06
A6NEL2	SWAHB_HUMAN	SOWAHB		3.29475e+06	1.29999e+06			1.18872e+06		2.18094e+06										1.91934e+06										
A6NEQ0	RBY1E_HUMAN	RBMY1E														617497														
A6NET4	OR5K3_HUMAN	OR5K3		1.82858e+06																1.34799e+06	1.18581e+06									
A6NEY8	PRXD1_HUMAN	PRORSD1P																			4.86175e+07									
A6NF36	CC182_HUMAN	CCDC182		3.94548e+06		4.70718e+06	4.47015e+06																							
A6NF83	NUPR2_HUMAN	NUPR2																					946149					471721	1.12106e+06	
A6NFA0	S31F3_HUMAN	SPATA31F3				1.80099e+06	2.08665e+06		1.70009e+06	1.98926e+06																				
A6NFD8	HELT_HUMAN	HELT			343616	101635				121815																				
A6NFI3	ZN316_HUMAN	ZNF316		4.3454e+06	3.7123e+06	2.89109e+06	4.21203e+06	4.82875e+06	4.24703e+06	4.02685e+06	3.03255e+06	4.11158e+06	3.27791e+06	4.12118e+06	4.4045e+06	5.6978e+06	5.47557e+06	4.57396e+06	5.01284e+06	5.79721e+06	5.41644e+06	5.28174e+06	5.14446e+06	4.37906e+06	4.97868e+06	4.21633e+06	4.67709e+06	5.13861e+06	4.42599e+06	4.90296e+06
A6NFN3	RFOX3_HUMAN	RBFOX3																263331												
A6NFT4	CFA73_HUMAN	CFAP73					3.44563e+06										2.94074e+06	2.54331e+06	1.75649e+06	3.97048e+06	4.53079e+06				2.47424e+06	2.05234e+06				2.20455e+06
A6NFX1	MFS2B_HUMAN	MFSD2B														916208														
A6NFY7	SDHF1_HUMAN	SDHAF1		1.07813e+06	1.41018e+06	1.11674e+06	1.45812e+06		1.21809e+06	2.12659e+06	1.85434e+06			1.26363e+06		1.07357e+06	1.26349e+06		1.5923e+06	1.08129e+06	1.68651e+06	1.26915e+06	928268			770049		953600		
A6NGC4	TLCD2_HUMAN	TLCD2												2.20926e+06																
A6NGE4	DC8L1_HUMAN	DCAF8L1		872085				835458																						
A6NGN9	IGLO5_HUMAN	IGLON5																									73578.4			
A6NH00	OR2T8_HUMAN	OR2T8																				1.78884e+06								
A6NH11	GLTD2_HUMAN	GLTPD2										447919																		
A6NH13	DAS1_HUMAN	DNAJC9-AS1																								524835				
A6NH52	TV23A_HUMAN	TVP23A											192530										136155					122569	158157	
A6NHA9	O4C46_HUMAN	OR4C46																							2.64321e+06					
A6NHQ2	FBLL1_HUMAN	FBLL1						2.49039e+08				3.29006e+08	3.30389e+08			2.23789e+08			1.53877e+08	2.16944e+08		2.83993e+08		3.04923e+08	2.9197e+08		1.99282e+08			2.2436e+08
A6NHQ4	EPOP_HUMAN	EPOP			971204	1.54675e+06					1.2835e+06	747535																		
A6NHR8	FA47D_HUMAN	FAM47DP							9.12823e+06			5.74783e+06								8.24436e+06		7.17437e+06	7.94866e+06			4.91024e+06		5.87994e+06	5.04896e+06	
A6NHR9	SMHD1_HUMAN	SMCHD1		2.34293e+07	2.52748e+07	2.29849e+07	1.42948e+07	2.08667e+07	2.39046e+07	2.75451e+07	2.21503e+07	2.03909e+07	2.66017e+07	2.49252e+07	2.45156e+07	2.23932e+07	2.07056e+07	1.87459e+07	1.90694e+07	2.23492e+07	2.19611e+07	1.96652e+07	2.4552e+07	2.45952e+07	2.44743e+07	2.66565e+07	2.16888e+07	2.08004e+07	2.76018e+07	2.82534e+07
A6NHT5	HMX3_HUMAN	HMX3			1.64398e+06	14564.4	7.99631e+06	218514			31680.6		332361	3.14405e+06	3.59072e+06	5.36443e+06	4.7022e+06	5.45397e+06	5.20419e+06	6.18424e+06	4.79239e+06	6.16308e+06		78641.7			880912			712352
A6NHX0	CAST2_HUMAN	CASTOR2			463380		918085	305839	526440	319212						1.16102e+06	646154	1.25688e+06	1.29244e+06	611137	1.57323e+06	1.36084e+06		2.65883e+06			719821		3.45137e+06	
A6NI03	TR64B_HUMAN	TRIM64B																				350706								
A6NI73	LIRA5_HUMAN	LILRA5														241625				983420	362593					705087				
A6NI79	CCD69_HUMAN	CCDC69		257337	224111	130366		425528	164221	150160	120659	492234		111803	245788					174034	257203		357359				294045	342359	273997	266144
A6NIH7	U119B_HUMAN	UNC119B		3.81411e+06	3.83234e+06	3.83294e+06	4.84693e+06	4.8172e+06	5.44649e+06	3.95511e+06	3.84004e+06	4.35899e+06	4.7247e+06	3.5257e+06	3.54965e+06	7.01677e+06	5.68282e+06	6.33949e+06	6.56314e+06	5.57074e+06	5.18696e+06	5.59505e+06	4.52909e+06	5.33112e+06	5.24381e+06	5.41728e+06	4.265e+06	4.39816e+06	5.87737e+06	6.15709e+06
A6NIK2	LR10B_HUMAN	LRRC10B															194759		2.58292e+06											
A6NIZ1	RP1BL_HUMAN	RAP1BL					6.38295e+06																							
A6NJ69	IGIP_HUMAN	IGIP			1.41473e+06					1.57018e+06																				
A6NJ78	MET15_HUMAN	METTL15		2.9238e+06	4.9878e+06	4.44551e+06	2.3006e+06	1.58639e+06	3.24079e+06	4.09415e+06	4.48229e+06	5.73597e+06	3.51417e+06	4.36674e+06	4.75076e+06	2.13607e+06	2.57482e+06	2.06877e+06	1.95533e+06	2.35975e+06	2.79939e+06	3.07986e+06		6.09344e+06	2.77089e+06	2.52039e+06	2.28787e+06	2.23792e+06	3.29491e+06	3.8438e+06
A6NJG2	SWAHD_HUMAN	SOWAHD		1.03374e+07	7.28647e+06	7.55811e+06	3.89468e+06	8.80923e+06	9.78218e+06	1.0158e+07	7.82634e+06	1.02704e+07	7.96844e+06	7.46146e+06	8.51501e+06	5.67668e+06	4.77246e+06	4.16963e+06	4.73035e+06	5.11479e+06	4.46258e+06	4.72115e+06	7.91182e+06	7.75331e+06	8.51866e+06	7.0582e+06	7.97032e+06	8.28242e+06	9.55665e+06	9.93443e+06
A6NJI1	CK086_HUMAN	C11orf86										975252																		
A6NJL1	ZSA5B_HUMAN	ZSCAN5B							89994.9																					
A6NJW9	CD8B2_HUMAN	CD8B2		1.60462e+06	3.03524e+06	2.17122e+06	2.69652e+06	5.77564e+06	4.39071e+06	2.02868e+06	2.12008e+06		4.85085e+06		604397				4.61531e+06	2.87163e+06	1.90942e+06	2.87925e+06	3.63148e+06	2.988e+06					7.33738e+06	
A6NJY1	SL9P1_HUMAN	SLC9B1P1													833045															
A6NJY4	T238L_HUMAN	TMEM238L												271567																
A6NJZ3	O6C65_HUMAN	OR6C65									1.34947e+06		2.3433e+06	1.28687e+06						1.04025e+06				1.55078e+06	2.58033e+06					1.58132e+06
A6NKC0	F90A7_HUMAN	FAM90A7																585169						563913						
A6NKD2	TSPY2_HUMAN	TSPY2		1.50561e+07	2.25519e+07	1.83783e+07	1.56931e+07	1.21323e+07	1.43412e+07	1.9993e+07	1.91524e+07	1.7695e+07	1.71815e+07	2.09432e+07	2.23849e+07	1.77794e+07	1.81299e+07	1.23777e+07	1.37296e+07	1.38742e+07	1.60512e+07	1.45484e+07	1.28885e+07	1.76525e+07	1.03602e+07	1.2953e+07	1.71279e+07	1.00075e+07	1.26928e+07	1.1656e+07
A6NKD9	CC85C_HUMAN	CCDC85C														522288		791081	399706	484841	406578	510516								
A6NKF1	SAC31_HUMAN	SAC3D1		991722		845326	1.13775e+06		722714	961842	803499			781514		1.10917e+06	1.5811e+06	1.64558e+06	1.40041e+06	739433	1.14242e+06	1.02392e+06					1.10521e+06	610311		
A6NKH3	RL37L_HUMAN	RPL37AP8		468422											427902					597861										
A6NKQ9	CGB1_HUMAN	CGB1												214258																
A6NKT7	RGPD3_HUMAN	RGPD3		3.09942e+07	4.81453e+07	3.94576e+07	3.1898e+07	2.87763e+07	3.09192e+07	5.27293e+07	4.18269e+07	3.20044e+07	3.27183e+07	4.38937e+07	5.27305e+07	2.77689e+07	3.56711e+07	3.12357e+07	3.28503e+07	3.33438e+07	3.05045e+07	3.49897e+07	2.05562e+07	3.60614e+07	2.89983e+07	2.3154e+07	3.60368e+07	2.16674e+07	2.70383e+07	2.57266e+07
A6NKU9	SPDE3_HUMAN	SPDYE3																		131161										
A6NKW6	SHL2B_HUMAN	SHISAL2B												599249																
A6NKX4	S22AV_HUMAN	SLC22A31					446574		358471												368739	367059					487265		499694	
A6NLE4	SIM23_HUMAN	SMIM23									120798									111529		136223		169690						157264
A6NLP5	TTC36_HUMAN	TTC36							1.41994e+06																			923635		
A6NLU5	VTM2B_HUMAN	VSTM2B						1.36518e+06																						
A6NMA1	TR5OS_HUMAN	TRPC5OS																									348579			
A6NMK7	CPS4L_HUMAN	CPSF4L		5.23278e+06	5.68078e+06	4.52273e+06	3.6451e+06	3.68357e+06	3.47705e+06	4.32973e+06	3.97269e+06	4.30693e+06	4.83774e+06	5.5902e+06	4.68498e+06	4.57074e+06	4.93915e+06	3.82143e+06	4.56425e+06	4.81051e+06	3.81854e+06	3.83048e+06	4.02814e+06	3.8787e+06	4.99827e+06	5.04662e+06	4.48414e+06	4.12638e+06	4.56671e+06	4.21763e+06
A6NMN3	F170B_HUMAN	FAM170B							662645							781431		693982		841629	847580							702681	907507	
A6NMS3	OR5K4_HUMAN	OR5K4							301283											427553							140887			
A6NMT0	DBX1_HUMAN	DBX1																			3.76352e+06						822849			324930
A6NMZ5	O4C45_HUMAN	OR4C45					725445	614935		650843										732091					537715		776634		682729	724013
A6NN92	CXE1_HUMAN	GJE1																	693021											
A6NNB3	IFM5_HUMAN	IFITM5						2.74661e+06																						
A6NNJ1;P0DV75;P0DV76	F90A9_HUMAN;F90AI_HUMAN;F90AJ_HUMAN	FAM90A18;FAM90A19;FAM90A9																								384983			467731	367423
A6NNL5	CO061_HUMAN	C15orf61		1.45686e+06	2.3407e+06	1.96996e+06	2.85767e+06	2.4637e+06	3.95714e+06	3.33785e+06	3.46273e+06			2.67327e+06	2.31841e+06	3.88835e+06	3.71575e+06	4.10536e+06	3.30391e+06	3.43368e+06	2.90608e+06	2.7588e+06	3.15757e+06	4.52004e+06		3.20751e+06	3.71184e+06	3.90505e+06	5.80328e+06	4.63093e+06
A6NNY8	UBP27_HUMAN	USP27X						194286	150076														113783	121539	162400	152037	160782	153464	211298	
A6NNZ2	TBB8B_HUMAN	TUBB8B		4.23942e+06	4.20534e+06	7.48361e+06	5.0998e+06	4.65286e+06	7.09871e+06	5.06086e+06	6.46808e+06	5.97038e+06	4.87739e+06	4.72196e+06	5.01242e+06	5.14303e+06	5.6718e+06	5.7121e+06	5.51377e+06	6.00785e+06	5.23765e+06		6.81885e+06	5.35985e+06	6.86754e+06	7.53543e+06	7.11486e+06	8.66258e+06	8.11307e+06	7.48261e+06
A6PVI3	NCB2L_HUMAN	NCBP2L														1.17901e+06														
A6PVL3	KNCN_HUMAN	KNCN																									592833			
A6PVS8	LRIQ3_HUMAN	LRRIQ3						3.01616e+06				2.17221e+06	3.25241e+06							3.84715e+06		3.39612e+06			3.50401e+06	3.70496e+06			3.06506e+06	3.33916e+06
